plan_id,user_id,subscription_date,expiration_date
9156,9156,2020-10-10,2021-10-10
9157,9157,2020-04-27,2021-04-27
9158,9158,2020-10-10,2021-10-10
9159,9159,2020-09-28,2021-09-28
9160,9160,2020-08-21,2021-08-21
9161,9161,2020-08-23,2021-08-23
9162,9162,2020-12-09,2021-12-09
9163,9163,2020-02-16,2021-02-15
9164,9164,2020-03-02,2021-03-02
9165,9165,2020-11-06,2021-11-06
9166,9166,2020-09-22,2021-09-22
9167,9167,2020-10-13,2021-10-13
9168,9168,2020-12-17,2021-12-17
9169,9169,2020-10-28,2021-10-28
9170,9170,2020-09-12,2021-09-12
9171,9171,2020-08-01,2021-08-01
9172,9172,2020-11-07,2021-11-07
9173,9173,2020-08-15,2021-08-15
9174,9174,2020-12-04,2021-12-04
9175,9175,2020-12-05,2021-12-05
9176,9176,2020-10-25,2021-10-25
9177,9177,2020-11-07,2021-11-07
9178,9178,2020-11-06,2021-11-06
9179,9179,2020-11-10,2021-11-10
9180,9180,2020-12-11,2021-12-11
9181,9181,2020-12-16,2021-12-16
9182,9182,2020-10-13,2021-10-13
9183,9183,2020-09-12,2021-09-12
9184,9184,2020-10-07,2021-10-07
9185,9185,2020-09-20,2021-09-20
9186,9186,2020-02-08,2021-02-07
9187,9187,2020-11-07,2021-11-07
9188,9188,2020-09-29,2021-09-29
9189,9189,2020-08-17,2021-08-17
9190,9190,2020-12-08,2021-12-08
9191,9191,2020-05-14,2021-05-14
9192,9192,2020-02-18,2021-02-17
9193,9193,2020-10-25,2021-10-25
9194,9194,2020-12-01,2021-12-01
9195,9195,2020-11-11,2021-11-11
9196,9196,2020-09-03,2021-09-03
9197,9197,2020-08-19,2021-08-19
9198,9198,2020-09-06,2021-09-06
9199,9199,2020-12-01,2021-12-01
9200,9200,2020-10-10,2021-10-10
9201,9201,2020-11-16,2021-11-16
9202,9202,2020-08-19,2021-08-19
9203,9203,2020-09-30,2021-09-30
9204,9204,2020-12-28,2021-12-28
9205,9205,2020-10-22,2021-10-22
9206,9206,2020-09-23,2021-09-23
9207,9207,2020-10-21,2021-10-21
9208,9208,2020-10-28,2021-10-28
9209,9209,2020-10-24,2021-10-24
9210,9210,2020-11-16,2021-11-16
9211,9211,2020-11-18,2021-11-18
9212,9212,2020-09-07,2021-09-07
9213,9213,2020-09-22,2021-09-22
9214,9214,2020-08-07,2021-08-07
9215,9215,2020-11-10,2021-11-10
9216,9216,2020-06-03,2021-06-03
9217,9217,2020-07-05,2021-07-05
9218,9218,2020-12-06,2021-12-06
9219,9219,2020-09-07,2021-09-07
9220,9220,2020-11-11,2021-11-11
9221,9221,2020-09-18,2021-09-18
9222,9222,2020-10-08,2021-10-08
9223,9223,2020-08-02,2021-08-02
9224,9224,2020-11-23,2021-11-23
9225,9225,2020-08-01,2021-08-01
9226,9226,2020-08-03,2021-08-03
9227,9227,2020-08-17,2021-08-17
9228,9228,2020-12-05,2021-12-05
9229,9229,2020-03-10,2021-03-10
9230,9230,2020-09-22,2021-09-22
9231,9231,2020-09-26,2021-09-26
9232,9232,2020-08-23,2021-08-23
9233,9233,2020-02-25,2021-02-24
9234,9234,2020-08-18,2021-08-18
9235,9235,2020-12-19,2021-12-19
9236,9236,2020-09-15,2021-09-15
9237,9237,2020-09-10,2021-09-10
9238,9238,2020-04-15,2021-04-15
9239,9239,2020-08-02,2021-08-02
9240,9240,2020-10-08,2021-10-08
9241,9241,2020-12-18,2021-12-18
9242,9242,2020-10-26,2021-10-26
9243,9243,2020-08-04,2021-08-04
9244,9244,2020-12-31,2021-12-31
9245,9245,2020-09-02,2021-09-02
9246,9246,2020-09-07,2021-09-07
9247,9247,2020-09-05,2021-09-05
9248,9248,2020-12-30,2021-12-30
9249,9249,2020-09-19,2021-09-19
9250,9250,2020-11-14,2021-11-14
9251,9251,2020-07-25,2021-07-25
9252,9252,2020-11-29,2021-11-29
9253,9253,2020-12-01,2021-12-01
9254,9254,2020-08-06,2021-08-06
9255,9255,2020-12-07,2021-12-07
9256,9256,2020-12-04,2021-12-04
9257,9257,2020-08-21,2021-08-21
9258,9258,2020-12-01,2021-12-01
9259,9259,2020-12-27,2021-12-27
9260,9260,2020-11-26,2021-11-26
9261,9261,2020-08-31,2021-08-31
9262,9262,2020-02-07,2021-02-06
9263,9263,2020-05-29,2021-05-29
9264,9264,2020-11-03,2021-11-03
9265,9265,2020-10-27,2021-10-27
9266,9266,2020-02-01,2021-01-31
9267,9267,2020-09-30,2021-09-30
9268,9268,2020-09-28,2021-09-28
9269,9269,2020-12-07,2021-12-07
9270,9270,2020-12-07,2021-12-07
9271,9271,2020-11-08,2021-11-08
9272,9272,2020-08-26,2021-08-26
9273,9273,2020-04-17,2021-04-17
9274,9274,2020-09-02,2021-09-02
9275,9275,2020-12-27,2021-12-27
9276,9276,2020-09-10,2021-09-10
9277,9277,2020-12-31,2021-12-31
9278,9278,2020-12-08,2021-12-08
9279,9279,2020-11-02,2021-11-02
9280,9280,2020-08-13,2021-08-13
9281,9281,2020-12-14,2021-12-14
9282,9282,2020-04-01,2021-04-01
9283,9283,2020-09-14,2021-09-14
9284,9284,2020-08-23,2021-08-23
9285,9285,2020-09-09,2021-09-09
9286,9286,2020-11-03,2021-11-03
9287,9287,2020-11-18,2021-11-18
9288,9288,2020-12-13,2021-12-13
9289,9289,2020-10-15,2021-10-15
9290,9290,2020-10-31,2021-10-31
9291,9291,2020-05-01,2021-05-01
9292,9292,2020-02-20,2021-02-19
9293,9293,2020-06-08,2021-06-08
9294,9294,2020-02-21,2021-02-20
9295,9295,2020-05-18,2021-05-18
9296,9296,2020-10-07,2021-10-07
9297,9297,2020-08-15,2021-08-15
9298,9298,2020-09-11,2021-09-11
9299,9299,2020-11-14,2021-11-14
9300,9300,2020-10-04,2021-10-04
9301,9301,2020-08-17,2021-08-17
9302,9302,2020-09-15,2021-09-15
9303,9303,2020-11-16,2021-11-16
9304,9304,2020-05-19,2021-05-19
9305,9305,2020-11-30,2021-11-30
9306,9306,2020-12-04,2021-12-04
9307,9307,2020-08-20,2021-08-20
9308,9308,2020-08-15,2021-08-15
9309,9309,2020-09-04,2021-09-04
9310,9310,2020-09-23,2021-09-23
9311,9311,2020-08-27,2021-08-27
9312,9312,2020-01-05,2021-01-04
9313,9313,2020-08-23,2021-08-23
9314,9314,2020-04-02,2021-04-02
9315,9315,2020-04-03,2021-04-03
9316,9316,2020-08-13,2021-08-13
9317,9317,2020-08-05,2021-08-05
9318,9318,2020-09-21,2021-09-21
9319,9319,2020-12-02,2021-12-02
9320,9320,2020-09-18,2021-09-18
9321,9321,2020-08-18,2021-08-18
9322,9322,2020-10-03,2021-10-03
9323,9323,2020-02-14,2021-02-13
9324,9324,2020-11-14,2021-11-14
9325,9325,2020-10-13,2021-10-13
9326,9326,2020-10-22,2021-10-22
9327,9327,2020-08-23,2021-08-23
9328,9328,2020-06-17,2021-06-17
9329,9329,2020-10-29,2021-10-29
9330,9330,2020-10-11,2021-10-11
9331,9331,2020-06-02,2021-06-02
9332,9332,2020-10-01,2021-10-01
9333,9333,2020-08-09,2021-08-09
9334,9334,2020-02-19,2021-02-18
9335,9335,2020-11-01,2021-11-01
9336,9336,2020-12-26,2021-12-26
9337,9337,2020-11-26,2021-11-26
9338,9338,2020-08-13,2021-08-13
9339,9339,2020-11-20,2021-11-20
9340,9340,2020-08-30,2021-08-30
9341,9341,2020-12-13,2021-12-13
9342,9342,2020-10-28,2021-10-28
9343,9343,2020-08-20,2021-08-20
9344,9344,2020-11-29,2021-11-29
9345,9345,2020-11-22,2021-11-22
9346,9346,2020-09-18,2021-09-18
9347,9347,2020-09-10,2021-09-10
9348,9348,2020-12-03,2021-12-03
9349,9349,2020-05-23,2021-05-23
9350,9350,2020-12-02,2021-12-02
9351,9351,2020-08-20,2021-08-20
9352,9352,2020-10-25,2021-10-25
9353,9353,2020-11-05,2021-11-05
9354,9354,2020-11-13,2021-11-13
9355,9355,2020-12-09,2021-12-09
9356,9356,2020-11-16,2021-11-16
9357,9357,2020-09-13,2021-09-13
9358,9358,2020-08-31,2021-08-31
9359,9359,2020-08-02,2021-08-02
9360,9360,2020-10-16,2021-10-16
9361,9361,2020-12-03,2021-12-03
9362,9362,2020-06-20,2021-06-20
9363,9363,2020-08-17,2021-08-17
9364,9364,2020-08-01,2021-08-01
9365,9365,2020-04-14,2021-04-14
9366,9366,2020-11-07,2021-11-07
9367,9367,2020-09-28,2021-09-28
9368,9368,2020-10-13,2021-10-13
9369,9369,2020-08-28,2021-08-28
9370,9370,2020-12-15,2021-12-15
9371,9371,2020-10-20,2021-10-20
9372,9372,2020-08-13,2021-08-13
9373,9373,2020-11-09,2021-11-09
9374,9374,2020-08-30,2021-08-30
9375,9375,2020-02-20,2021-02-19
9376,9376,2020-12-16,2021-12-16
9377,9377,2020-09-20,2021-09-20
9378,9378,2020-08-09,2021-08-09
9379,9379,2020-06-29,2021-06-29
9380,9380,2020-08-14,2021-08-14
9381,9381,2020-10-26,2021-10-26
9382,9382,2020-10-03,2021-10-03
9383,9383,2020-11-07,2021-11-07
9384,9384,2020-12-16,2021-12-16
9385,9385,2020-09-20,2021-09-20
9386,9386,2020-06-29,2021-06-29
9387,9387,2020-08-11,2021-08-11
9388,9388,2020-12-20,2021-12-20
9389,9389,2020-12-25,2021-12-25
9390,9390,2020-12-27,2021-12-27
9391,9391,2020-11-25,2021-11-25
9392,9392,2020-12-26,2021-12-26
9393,9393,2020-12-31,2021-12-31
9394,9394,2020-01-01,2020-12-31
9395,9395,2020-11-26,2021-11-26
9396,9396,2020-09-14,2021-09-14
9397,9397,2020-09-03,2021-09-03
9398,9398,2020-09-16,2021-09-16
9399,9399,2020-12-23,2021-12-23
9400,9400,2020-08-20,2021-08-20
9401,9401,2020-08-08,2021-08-08
9402,9402,2020-08-25,2021-08-25
9403,9403,2020-06-11,2021-06-11
9404,9404,2020-12-02,2021-12-02
9405,9405,2020-10-04,2021-10-04
9406,9406,2020-12-13,2021-12-13
9407,9407,2020-12-23,2021-12-23
9408,9408,2020-11-17,2021-11-17
9409,9409,2020-08-22,2021-08-22
9410,9410,2020-08-20,2021-08-20
9411,9411,2020-08-23,2021-08-23
9412,9412,2020-01-02,2021-01-01
9413,9413,2020-01-18,2021-01-17
9414,9414,2020-02-03,2021-02-02
9415,9415,2020-08-02,2021-08-02
9416,9416,2020-09-23,2021-09-23
9417,9417,2020-11-28,2021-11-28
9418,9418,2020-10-23,2021-10-23
9419,9419,2020-08-25,2021-08-25
9420,9420,2020-08-08,2021-08-08
9421,9421,2020-10-29,2021-10-29
9422,9422,2020-12-11,2021-12-11
9423,9423,2020-08-09,2021-08-09
9424,9424,2020-12-10,2021-12-10
9425,9425,2020-11-03,2021-11-03
9426,9426,2020-12-18,2021-12-18
9427,9427,2020-10-07,2021-10-07
9428,9428,2020-09-18,2021-09-18
9429,9429,2020-09-20,2021-09-20
9430,9430,2020-09-16,2021-09-16
9431,9431,2020-11-26,2021-11-26
9432,9432,2020-08-06,2021-08-06
9433,9433,2020-10-28,2021-10-28
9434,9434,2020-04-19,2021-04-19
9435,9435,2020-10-04,2021-10-04
9436,9436,2020-03-16,2021-03-16
9437,9437,2020-02-28,2021-02-27
9438,9438,2020-11-29,2021-11-29
9439,9439,2020-12-04,2021-12-04
9440,9440,2020-09-21,2021-09-21
9441,9441,2020-09-12,2021-09-12
9442,9442,2020-11-08,2021-11-08
9443,9443,2020-12-20,2021-12-20
9444,9444,2020-11-23,2021-11-23
9445,9445,2020-10-27,2021-10-27
9446,9446,2020-12-24,2021-12-24
9447,9447,2020-01-11,2021-01-10
9448,9448,2020-10-27,2021-10-27
9449,9449,2020-12-04,2021-12-04
9450,9450,2020-11-06,2021-11-06
9451,9451,2020-11-02,2021-11-02
9452,9452,2020-08-03,2021-08-03
9453,9453,2020-12-08,2021-12-08
9454,9454,2020-12-16,2021-12-16
9455,9455,2020-08-19,2021-08-19
9456,9456,2020-11-05,2021-11-05
9457,9457,2020-11-24,2021-11-24
9458,9458,2020-12-29,2021-12-29
9459,9459,2020-08-02,2021-08-02
9460,9460,2020-08-24,2021-08-24
9461,9461,2020-12-28,2021-12-28
9462,9462,2020-08-16,2021-08-16
9463,9463,2020-11-14,2021-11-14
9464,9464,2020-05-22,2021-05-22
9465,9465,2020-10-17,2021-10-17
9466,9466,2020-11-27,2021-11-27
9467,9467,2020-11-27,2021-11-27
9468,9468,2020-06-13,2021-06-13
9469,9469,2020-11-12,2021-11-12
9470,9470,2020-11-12,2021-11-12
9471,9471,2020-12-07,2021-12-07
9472,9472,2020-12-29,2021-12-29
9473,9473,2020-09-05,2021-09-05
9474,9474,2020-11-10,2021-11-10
9475,9475,2020-09-07,2021-09-07
9476,9476,2020-08-05,2021-08-05
9477,9477,2020-05-05,2021-05-05
9478,9478,2020-05-15,2021-05-15
9479,9479,2020-10-01,2021-10-01
9480,9480,2020-07-18,2021-07-18
9481,9481,2020-11-12,2021-11-12
9482,9482,2020-09-10,2021-09-10
9483,9483,2020-10-10,2021-10-10
9484,9484,2020-03-01,2021-03-01
9485,9485,2020-12-15,2021-12-15
9486,9486,2020-01-07,2021-01-06
9487,9487,2020-08-03,2021-08-03
9488,9488,2020-08-16,2021-08-16
9489,9489,2020-08-02,2021-08-02
9490,9490,2020-08-02,2021-08-02
9491,9491,2020-12-13,2021-12-13
9492,9492,2020-12-12,2021-12-12
9493,9493,2020-10-11,2021-10-11
9494,9494,2020-06-05,2021-06-05
9495,9495,2020-10-01,2021-10-01
9496,9496,2020-05-04,2021-05-04
9497,9497,2020-09-11,2021-09-11
9498,9498,2020-12-06,2021-12-06
9499,9499,2020-08-16,2021-08-16
9500,9500,2020-05-12,2021-05-12
9501,9501,2020-12-04,2021-12-04
9502,9502,2020-10-07,2021-10-07
9503,9503,2020-05-28,2021-05-28
9504,9504,2020-08-03,2021-08-03
9505,9505,2020-05-13,2021-05-13
9506,9506,2020-03-27,2021-03-27
9507,9507,2020-09-21,2021-09-21
9508,9508,2020-09-26,2021-09-26
9509,9509,2020-11-30,2021-11-30
9510,9510,2020-09-19,2021-09-19
9511,9511,2020-11-04,2021-11-04
9512,9512,2020-09-28,2021-09-28
9513,9513,2020-09-29,2021-09-29
9514,9514,2020-11-06,2021-11-06
9515,9515,2020-10-04,2021-10-04
9516,9516,2020-08-13,2021-08-13
9517,9517,2020-10-26,2021-10-26
9518,9518,2020-06-20,2021-06-20
9519,9519,2020-10-07,2021-10-07
9520,9520,2020-03-16,2021-03-16
9521,9521,2020-11-29,2021-11-29
9522,9522,2020-12-06,2021-12-06
9523,9523,2020-10-04,2021-10-04
9524,9524,2020-11-16,2021-11-16
9525,9525,2020-08-18,2021-08-18
9526,9526,2020-12-28,2021-12-28
9527,9527,2020-12-12,2021-12-12
9528,9528,2020-11-22,2021-11-22
9529,9529,2020-09-11,2021-09-11
9530,9530,2020-11-01,2021-11-01
9531,9531,2020-10-23,2021-10-23
9532,9532,2020-08-19,2021-08-19
9533,9533,2020-04-01,2021-04-01
9534,9534,2020-10-15,2021-10-15
9535,9535,2020-05-29,2021-05-29
9536,9536,2020-12-05,2021-12-05
9537,9537,2020-08-04,2021-08-04
9538,9538,2020-07-22,2021-07-22
9539,9539,2020-11-06,2021-11-06
9540,9540,2020-09-09,2021-09-09
9541,9541,2020-12-18,2021-12-18
9542,9542,2020-04-24,2021-04-24
9543,9543,2020-11-02,2021-11-02
9544,9544,2020-10-17,2021-10-17
9545,9545,2020-11-12,2021-11-12
9546,9546,2020-08-23,2021-08-23
9547,9547,2020-08-18,2021-08-18
9548,9548,2020-06-22,2021-06-22
9549,9549,2020-10-11,2021-10-11
9550,9550,2020-03-10,2021-03-10
9551,9551,2020-10-04,2021-10-04
9552,9552,2020-11-11,2021-11-11
9553,9553,2020-08-29,2021-08-29
9554,9554,2020-08-09,2021-08-09
9555,9555,2020-11-17,2021-11-17
9556,9556,2020-11-22,2021-11-22
9557,9557,2020-10-20,2021-10-20
9558,9558,2020-09-23,2021-09-23
9559,9559,2020-10-10,2021-10-10
9560,9560,2020-12-25,2021-12-25
9561,9561,2020-08-14,2021-08-14
9562,9562,2020-03-28,2021-03-28
9563,9563,2020-07-26,2021-07-26
9564,9564,2020-10-17,2021-10-17
9565,9565,2020-09-23,2021-09-23
9566,9566,2020-12-28,2021-12-28
9567,9567,2020-12-21,2021-12-21
9568,9568,2020-10-28,2021-10-28
9569,9569,2020-04-20,2021-04-20
9570,9570,2020-11-24,2021-11-24
9571,9571,2020-08-05,2021-08-05
9572,9572,2020-07-28,2021-07-28
9573,9573,2020-02-19,2021-02-18
9574,9574,2020-11-15,2021-11-15
9575,9575,2020-08-07,2021-08-07
9576,9576,2020-09-10,2021-09-10
9577,9577,2020-07-25,2021-07-25
9578,9578,2020-09-16,2021-09-16
9579,9579,2020-12-20,2021-12-20
9580,9580,2020-09-23,2021-09-23
9581,9581,2020-12-09,2021-12-09
9582,9582,2020-04-30,2021-04-30
9583,9583,2020-11-14,2021-11-14
9584,9584,2020-11-03,2021-11-03
9585,9585,2020-09-19,2021-09-19
9586,9586,2020-11-23,2021-11-23
9587,9587,2020-12-18,2021-12-18
9588,9588,2020-11-08,2021-11-08
9589,9589,2020-11-29,2021-11-29
9590,9590,2020-11-20,2021-11-20
9591,9591,2020-10-26,2021-10-26
9592,9592,2020-04-01,2021-04-01
9593,9593,2020-10-27,2021-10-27
9594,9594,2020-08-03,2021-08-03
9595,9595,2020-10-21,2021-10-21
9596,9596,2020-11-20,2021-11-20
9597,9597,2020-11-21,2021-11-21
9598,9598,2020-08-22,2021-08-22
9599,9599,2020-09-22,2021-09-22
9600,9600,2020-09-14,2021-09-14
9601,9601,2020-12-30,2021-12-30
9602,9602,2020-09-10,2021-09-10
9603,9603,2020-10-26,2021-10-26
9604,9604,2020-07-20,2021-07-20
9605,9605,2020-11-30,2021-11-30
9606,9606,2020-10-05,2021-10-05
9607,9607,2020-09-19,2021-09-19
9608,9608,2020-12-04,2021-12-04
9609,9609,2020-09-21,2021-09-21
9610,9610,2020-09-13,2021-09-13
9611,9611,2020-11-05,2021-11-05
9612,9612,2020-08-06,2021-08-06
9613,9613,2020-03-31,2021-03-31
9614,9614,2020-09-11,2021-09-11
9615,9615,2020-11-17,2021-11-17
9616,9616,2020-02-13,2021-02-12
9617,9617,2020-10-28,2021-10-28
9618,9618,2020-08-08,2021-08-08
9619,9619,2020-10-26,2021-10-26
9620,9620,2020-07-02,2021-07-02
9621,9621,2020-06-14,2021-06-14
9622,9622,2020-09-04,2021-09-04
9623,9623,2020-07-22,2021-07-22
9624,9624,2020-09-02,2021-09-02
9625,9625,2020-11-26,2021-11-26
9626,9626,2020-09-11,2021-09-11
9627,9627,2020-08-24,2021-08-24
9628,9628,2020-02-14,2021-02-13
9629,9629,2020-11-03,2021-11-03
9630,9630,2020-08-02,2021-08-02
9631,9631,2020-08-12,2021-08-12
9632,9632,2020-08-26,2021-08-26
9633,9633,2020-10-03,2021-10-03
9634,9634,2020-11-25,2021-11-25
9635,9635,2020-08-22,2021-08-22
9636,9636,2020-12-03,2021-12-03
9637,9637,2020-10-16,2021-10-16
9638,9638,2020-06-24,2021-06-24
9639,9639,2020-08-16,2021-08-16
9640,9640,2020-03-30,2021-03-30
9641,9641,2020-12-17,2021-12-17
9642,9642,2020-07-08,2021-07-08
9643,9643,2020-11-05,2021-11-05
9644,9644,2020-12-13,2021-12-13
9645,9645,2020-03-25,2021-03-25
9646,9646,2020-07-23,2021-07-23
9647,9647,2020-02-14,2021-02-13
9648,9648,2020-11-22,2021-11-22
9649,9649,2020-01-31,2021-01-30
9650,9650,2020-02-05,2021-02-04
9651,9651,2020-10-03,2021-10-03
9652,9652,2020-12-05,2021-12-05
9653,9653,2020-11-23,2021-11-23
9654,9654,2020-02-12,2021-02-11
9655,9655,2020-05-21,2021-05-21
9656,9656,2020-08-18,2021-08-18
9657,9657,2020-12-07,2021-12-07
9658,9658,2020-08-09,2021-08-09
9659,9659,2020-12-24,2021-12-24
9660,9660,2020-10-22,2021-10-22
9661,9661,2020-08-06,2021-08-06
9662,9662,2020-11-23,2021-11-23
9663,9663,2020-10-02,2021-10-02
9664,9664,2020-08-23,2021-08-23
9665,9665,2020-10-27,2021-10-27
9666,9666,2020-02-22,2021-02-21
9667,9667,2020-08-21,2021-08-21
9668,9668,2020-10-29,2021-10-29
9669,9669,2020-12-27,2021-12-27
9670,9670,2020-09-17,2021-09-17
9671,9671,2020-05-07,2021-05-07
9672,9672,2020-10-26,2021-10-26
9673,9673,2020-10-28,2021-10-28
9674,9674,2020-08-30,2021-08-30
9675,9675,2020-11-16,2021-11-16
9676,9676,2020-12-03,2021-12-03
9677,9677,2020-09-28,2021-09-28
9678,9678,2020-10-29,2021-10-29
9679,9679,2020-12-30,2021-12-30
9680,9680,2020-12-07,2021-12-07
9681,9681,2020-12-22,2021-12-22
9682,9682,2020-10-17,2021-10-17
9683,9683,2020-08-10,2021-08-10
9684,9684,2020-08-15,2021-08-15
9685,9685,2020-07-08,2021-07-08
9686,9686,2020-11-22,2021-11-22
9687,9687,2020-10-14,2021-10-14
9688,9688,2020-09-02,2021-09-02
9689,9689,2020-07-09,2021-07-09
9690,9690,2020-11-03,2021-11-03
9691,9691,2020-03-10,2021-03-10
9692,9692,2020-11-19,2021-11-19
9693,9693,2020-12-31,2021-12-31
9694,9694,2020-12-27,2021-12-27
9695,9695,2020-11-26,2021-11-26
9696,9696,2020-09-08,2021-09-08
9697,9697,2020-09-28,2021-09-28
9698,9698,2020-06-12,2021-06-12
9699,9699,2020-10-06,2021-10-06
9700,9700,2020-09-25,2021-09-25
9701,9701,2020-08-26,2021-08-26
9702,9702,2020-02-21,2021-02-20
9703,9703,2020-08-20,2021-08-20
9704,9704,2020-09-04,2021-09-04
9705,9705,2020-03-26,2021-03-26
9706,9706,2020-02-29,2021-02-28
9707,9707,2020-09-22,2021-09-22
9708,9708,2020-11-11,2021-11-11
9709,9709,2020-12-25,2021-12-25
9710,9710,2020-05-20,2021-05-20
9711,9711,2020-12-15,2021-12-15
9712,9712,2020-10-20,2021-10-20
9713,9713,2020-06-24,2021-06-24
9714,9714,2020-12-08,2021-12-08
9715,9715,2020-08-10,2021-08-10
9716,9716,2020-10-22,2021-10-22
9717,9717,2020-09-05,2021-09-05
9718,9718,2020-12-22,2021-12-22
9719,9719,2020-11-27,2021-11-27
9720,9720,2020-05-04,2021-05-04
9721,9721,2020-11-17,2021-11-17
9722,9722,2020-12-01,2021-12-01
9723,9723,2020-12-18,2021-12-18
9724,9724,2020-12-13,2021-12-13
9725,9725,2020-09-05,2021-09-05
9726,9726,2020-04-16,2021-04-16
9727,9727,2020-12-05,2021-12-05
9728,9728,2020-09-25,2021-09-25
9729,9729,2020-12-19,2021-12-19
9730,9730,2020-09-09,2021-09-09
9731,9731,2020-12-08,2021-12-08
9732,9732,2020-08-19,2021-08-19
9733,9733,2020-09-15,2021-09-15
9734,9734,2020-08-26,2021-08-26
9735,9735,2020-03-26,2021-03-26
9736,9736,2020-01-22,2021-01-21
9737,9737,2020-11-17,2021-11-17
9738,9738,2020-11-09,2021-11-09
9739,9739,2020-10-18,2021-10-18
9740,9740,2020-11-29,2021-11-29
9741,9741,2020-09-07,2021-09-07
9742,9742,2020-05-21,2021-05-21
9743,9743,2020-02-10,2021-02-09
9744,9744,2020-04-05,2021-04-05
9745,9745,2020-12-31,2021-12-31
9746,9746,2020-09-07,2021-09-07
9747,9747,2020-02-22,2021-02-21
9748,9748,2020-09-01,2021-09-01
9749,9749,2020-10-07,2021-10-07
9750,9750,2020-12-21,2021-12-21
9751,9751,2020-12-05,2021-12-05
9752,9752,2020-11-18,2021-11-18
9753,9753,2020-08-12,2021-08-12
9754,9754,2020-11-14,2021-11-14
9755,9755,2020-12-15,2021-12-15
9756,9756,2020-07-29,2021-07-29
9757,9757,2020-10-02,2021-10-02
9758,9758,2020-08-29,2021-08-29
9759,9759,2020-08-05,2021-08-05
9760,9760,2020-08-09,2021-08-09
9761,9761,2020-09-08,2021-09-08
9762,9762,2020-12-14,2021-12-14
9763,9763,2020-04-10,2021-04-10
9764,9764,2020-05-29,2021-05-29
9765,9765,2020-12-10,2021-12-10
9766,9766,2020-07-25,2021-07-25
9767,9767,2020-10-18,2021-10-18
9768,9768,2020-04-20,2021-04-20
9769,9769,2020-09-01,2021-09-01
9770,9770,2020-09-30,2021-09-30
9771,9771,2020-04-05,2021-04-05
9772,9772,2020-12-15,2021-12-15
9773,9773,2020-09-16,2021-09-16
9774,9774,2020-09-25,2021-09-25
9775,9775,2020-09-10,2021-09-10
9776,9776,2020-08-01,2021-08-01
9777,9777,2020-11-07,2021-11-07
9778,9778,2020-11-16,2021-11-16
9779,9779,2020-08-03,2021-08-03
9780,9780,2020-09-19,2021-09-19
9781,9781,2020-02-09,2021-02-08
9782,9782,2020-10-03,2021-10-03
9783,9783,2020-08-29,2021-08-29
9784,9784,2020-12-08,2021-12-08
9785,9785,2020-11-20,2021-11-20
9786,9786,2020-10-10,2021-10-10
9787,9787,2020-04-14,2021-04-14
9788,9788,2020-10-22,2021-10-22
9789,9789,2020-08-10,2021-08-10
9790,9790,2020-09-07,2021-09-07
9791,9791,2020-08-14,2021-08-14
9792,9792,2020-07-18,2021-07-18
9793,9793,2020-10-15,2021-10-15
9794,9794,2020-12-01,2021-12-01
9795,9795,2020-11-22,2021-11-22
9796,9796,2020-10-23,2021-10-23
9797,9797,2020-09-04,2021-09-04
9798,9798,2020-11-19,2021-11-19
9799,9799,2020-09-27,2021-09-27
9800,9800,2020-11-03,2021-11-03
9801,9801,2020-09-24,2021-09-24
9802,9802,2020-12-10,2021-12-10
9803,9803,2020-08-13,2021-08-13
9804,9804,2020-11-11,2021-11-11
9805,9805,2020-09-02,2021-09-02
9806,9806,2020-11-30,2021-11-30
9807,9807,2020-10-08,2021-10-08
9808,9808,2020-11-09,2021-11-09
9809,9809,2020-09-16,2021-09-16
9810,9810,2020-02-18,2021-02-17
9811,9811,2020-02-05,2021-02-04
9812,9812,2020-01-19,2021-01-18
9813,9813,2020-08-20,2021-08-20
9814,9814,2020-09-12,2021-09-12
9815,9815,2020-08-28,2021-08-28
9816,9816,2020-08-07,2021-08-07
9817,9817,2020-11-26,2021-11-26
9818,9818,2020-12-05,2021-12-05
9819,9819,2020-08-02,2021-08-02
9820,9820,2020-09-15,2021-09-15
9821,9821,2020-09-11,2021-09-11
9822,9822,2020-11-12,2021-11-12
9823,9823,2020-03-22,2021-03-22
9824,9824,2020-10-29,2021-10-29
9825,9825,2020-11-06,2021-11-06
9826,9826,2020-12-25,2021-12-25
9827,9827,2020-12-17,2021-12-17
9828,9828,2020-08-20,2021-08-20
9829,9829,2020-09-29,2021-09-29
9830,9830,2020-01-26,2021-01-25
9831,9831,2020-10-26,2021-10-26
9832,9832,2020-11-05,2021-11-05
9833,9833,2020-09-12,2021-09-12
9834,9834,2020-08-31,2021-08-31
9835,9835,2020-08-21,2021-08-21
9836,9836,2020-08-15,2021-08-15
9837,9837,2020-10-25,2021-10-25
9838,9838,2020-08-30,2021-08-30
9839,9839,2020-07-11,2021-07-11
9840,9840,2020-06-06,2021-06-06
9841,9841,2020-12-20,2021-12-20
9842,9842,2020-08-14,2021-08-14
9843,9843,2020-11-27,2021-11-27
9844,9844,2020-03-03,2021-03-03
9845,9845,2020-12-17,2021-12-17
9846,9846,2020-09-14,2021-09-14
9847,9847,2020-11-21,2021-11-21
9848,9848,2020-08-05,2021-08-05
9849,9849,2020-09-07,2021-09-07
9850,9850,2020-08-29,2021-08-29
9851,9851,2020-10-02,2021-10-02
9852,9852,2020-10-12,2021-10-12
9853,9853,2020-08-01,2021-08-01
